periode,geo,type_matiere,producteur,volume_tonnes
2018,Île-du-Prince-Édouard,Autres matières organiques,Toutes les sources des matières récupérées,0.0
2020,Île-du-Prince-Édouard,Autres matières organiques,Toutes les sources des matières récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières organiques,Toutes les sources des matières récupérées,0.0
2018,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières résidentielles récupérées,0.0
2018,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières non résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières non résidentielles récupérées,0.0
2018,Île-du-Prince-Édouard,Autres matières,Toutes les sources des matières récupérées,335.0
2020,Île-du-Prince-Édouard,Autres matières,Toutes les sources des matières récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières,Toutes les sources des matières récupérées,0.0
2018,Île-du-Prince-Édouard,Autres matières,Sources des matières résidentielles récupérées,127.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières,Sources des matières résidentielles récupérées,0.0
2018,Île-du-Prince-Édouard,Autres matières,Sources des matières non résidentielles récupérées,208.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières non résidentielles récupérées,0.0
2022,Île-du-Prince-Édouard,Autres matières,Sources des matières non résidentielles récupérées,0.0
2018,Nouvelle-Écosse,Toutes les matières,Toutes les sources des matières récupérées,316688.0
2020,Nouvelle-Écosse,Toutes les matières,Toutes les sources des matières récupérées,304311.0
2022,Nouvelle-Écosse,Toutes les matières,Toutes les sources des matières récupérées,310440.0
2018,Nouvelle-Écosse,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Toutes les fibres de papier,Toutes les sources des matières récupérées,73462.0
2020,Nouvelle-Écosse,Toutes les fibres de papier,Toutes les sources des matières récupérées,71208.0
2022,Nouvelle-Écosse,Toutes les fibres de papier,Toutes les sources des matières récupérées,74915.0
2018,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières résidentielles récupérées,39869.0
2020,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières résidentielles récupérées,43578.0
2022,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières résidentielles récupérées,43881.0
2018,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,33593.0
2020,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,27630.0
2022,Nouvelle-Écosse,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,31035.0
2018,Nouvelle-Écosse,Verre,Toutes les sources des matières récupérées,4184.0
2020,Nouvelle-Écosse,Verre,Toutes les sources des matières récupérées,4275.0
2022,Nouvelle-Écosse,Verre,Toutes les sources des matières récupérées,3808.0
2018,Nouvelle-Écosse,Verre,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Verre,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Verre,Sources des matières résidentielles récupérées,3177.0
2018,Nouvelle-Écosse,Verre,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Verre,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Verre,Sources des matières non résidentielles récupérées,631.0
2018,Nouvelle-Écosse,Métaux ferreux,Toutes les sources des matières récupérées,5536.0
2020,Nouvelle-Écosse,Métaux ferreux,Toutes les sources des matières récupérées,4750.0
2022,Nouvelle-Écosse,Métaux ferreux,Toutes les sources des matières récupérées,4588.0
2018,Nouvelle-Écosse,Métaux ferreux,Sources des matières résidentielles récupérées,5128.0
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières résidentielles récupérées,4583.0
2022,Nouvelle-Écosse,Métaux ferreux,Sources des matières résidentielles récupérées,4417.0
2018,Nouvelle-Écosse,Métaux ferreux,Sources des matières non résidentielles récupérées,408.0
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières non résidentielles récupérées,167.0
2022,Nouvelle-Écosse,Métaux ferreux,Sources des matières non résidentielles récupérées,171.0
2018,Nouvelle-Écosse,Cuivre et aluminium,Toutes les sources des matières récupérées,455.0
2020,Nouvelle-Écosse,Cuivre et aluminium,Toutes les sources des matières récupérées,1369.0
2022,Nouvelle-Écosse,Cuivre et aluminium,Toutes les sources des matières récupérées,1293.0
2018,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières résidentielles récupérées,424.0
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières résidentielles récupérées,1318.0
2022,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières résidentielles récupérées,1238.0
2018,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières non résidentielles récupérées,31.0
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières non résidentielles récupérées,51.0
2022,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières non résidentielles récupérées,55.0
2018,Nouvelle-Écosse,Métaux mélangés,Toutes les sources des matières récupérées,
2020,Nouvelle-Écosse,Métaux mélangés,Toutes les sources des matières récupérées,1898.0
2022,Nouvelle-Écosse,Métaux mélangés,Toutes les sources des matières récupérées,
2018,Nouvelle-Écosse,Métaux mélangés,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Métaux mélangés,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Métaux mélangés,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Métaux mélangés,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Électroménagers,Toutes les sources des matières récupérées,1096.0
2020,Nouvelle-Écosse,Électroménagers,Toutes les sources des matières récupérées,1087.0
2022,Nouvelle-Écosse,Électroménagers,Toutes les sources des matières récupérées,
2018,Nouvelle-Écosse,Électroménagers,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Électroménagers,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Électroménagers,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Électroménagers,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Électroménagers,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Électroménagers,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Matériel électronique,Toutes les sources des matières récupérées,3169.0
2020,Nouvelle-Écosse,Matériel électronique,Toutes les sources des matières récupérées,2580.0
2022,Nouvelle-Écosse,Matériel électronique,Toutes les sources des matières récupérées,2727.0
2018,Nouvelle-Écosse,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Matières plastiques,Toutes les sources des matières récupérées,15021.0
2020,Nouvelle-Écosse,Matières plastiques,Toutes les sources des matières récupérées,13598.0
2022,Nouvelle-Écosse,Matières plastiques,Toutes les sources des matières récupérées,14849.0
2018,Nouvelle-Écosse,Matières plastiques,Sources des matières résidentielles récupérées,10725.0
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières résidentielles récupérées,10056.0
2022,Nouvelle-Écosse,Matières plastiques,Sources des matières résidentielles récupérées,11491.0
2018,Nouvelle-Écosse,Matières plastiques,Sources des matières non résidentielles récupérées,4296.0
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières non résidentielles récupérées,3543.0
2022,Nouvelle-Écosse,Matières plastiques,Sources des matières non résidentielles récupérées,3357.0
2018,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1054.0
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,3197.0
2022,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1868.0
2018,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,972.0
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,3136.0
2022,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,1833.0
2018,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,82.0
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,61.0
2022,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,35.0
2018,Nouvelle-Écosse,Textiles,Toutes les sources des matières récupérées,
2020,Nouvelle-Écosse,Textiles,Toutes les sources des matières récupérées,
2022,Nouvelle-Écosse,Textiles,Toutes les sources des matières récupérées,
2018,Nouvelle-Écosse,Textiles,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Textiles,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Textiles,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Textiles,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Textiles,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Textiles,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Pneus,Toutes les sources des matières récupérées,14272.0
2020,Nouvelle-Écosse,Pneus,Toutes les sources des matières récupérées,11594.0
2022,Nouvelle-Écosse,Pneus,Toutes les sources des matières récupérées,11594.0
2018,Nouvelle-Écosse,Pneus,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Pneus,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Pneus,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Pneus,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Pneus,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Pneus,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,49594.0
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,46209.0
2022,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,
2018,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,5256.0
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,44339.0
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Toutes les matières organiques,Toutes les sources des matières récupérées,148348.0
2020,Nouvelle-Écosse,Toutes les matières organiques,Toutes les sources des matières récupérées,139247.0
2022,Nouvelle-Écosse,Toutes les matières organiques,Toutes les sources des matières récupérées,149449.0
2018,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières résidentielles récupérées,97195.0
2020,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières résidentielles récupérées,87453.0
2022,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières résidentielles récupérées,107639.0
2018,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières non résidentielles récupérées,51153.0
2020,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières non résidentielles récupérées,51795.0
2022,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières non résidentielles récupérées,41810.0
2018,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,97760.0
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,98320.0
2022,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,99990.0
2018,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,68790.0
2022,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,77630.0
2018,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,29530.0
2022,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,22360.0
2018,Nouvelle-Écosse,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,18356.0
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,15730.0
2022,Nouvelle-Écosse,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,19136.0
2018,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Autres matières organiques,Toutes les sources des matières récupérées,32232.0
2020,Nouvelle-Écosse,Autres matières organiques,Toutes les sources des matières récupérées,25197.0
2022,Nouvelle-Écosse,Autres matières organiques,Toutes les sources des matières récupérées,30323.0
2018,Nouvelle-Écosse,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Autres matières organiques,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Autres matières organiques,Sources des matières résidentielles récupérées,
2018,Nouvelle-Écosse,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Autres matières organiques,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Autres matières organiques,Sources des matières non résidentielles récupérées,
2018,Nouvelle-Écosse,Autres matières,Toutes les sources des matières récupérées,
2020,Nouvelle-Écosse,Autres matières,Toutes les sources des matières récupérées,
2022,Nouvelle-Écosse,Autres matières,Toutes les sources des matières récupérées,0.0
2018,Nouvelle-Écosse,Autres matières,Sources des matières résidentielles récupérées,
2020,Nouvelle-Écosse,Autres matières,Sources des matières résidentielles récupérées,
2022,Nouvelle-Écosse,Autres matières,Sources des matières résidentielles récupérées,0.0
2018,Nouvelle-Écosse,Autres matières,Sources des matières non résidentielles récupérées,
2020,Nouvelle-Écosse,Autres matières,Sources des matières non résidentielles récupérées,
2022,Nouvelle-Écosse,Autres matières,Sources des matières non résidentielles récupérées,0.0
2018,Nouveau-Brunswick,Toutes les matières,Toutes les sources des matières récupérées,163740.0
2020,Nouveau-Brunswick,Toutes les matières,Toutes les sources des matières récupérées,166179.0
2022,Nouveau-Brunswick,Toutes les matières,Toutes les sources des matières récupérées,174262.0
2018,Nouveau-Brunswick,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Toutes les fibres de papier,Toutes les sources des matières récupérées,28120.0
2020,Nouveau-Brunswick,Toutes les fibres de papier,Toutes les sources des matières récupérées,35483.0
2022,Nouveau-Brunswick,Toutes les fibres de papier,Toutes les sources des matières récupérées,29792.0
2018,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières résidentielles récupérées,16464.0
2020,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières résidentielles récupérées,18119.0
2022,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières résidentielles récupérées,18090.0
2018,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,11656.0
2020,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,17364.0
2022,Nouveau-Brunswick,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,11702.0
2018,Nouveau-Brunswick,Verre,Toutes les sources des matières récupérées,4404.0
2020,Nouveau-Brunswick,Verre,Toutes les sources des matières récupérées,
2022,Nouveau-Brunswick,Verre,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Verre,Sources des matières résidentielles récupérées,2220.0
2020,Nouveau-Brunswick,Verre,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Verre,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Verre,Sources des matières non résidentielles récupérées,2184.0
2020,Nouveau-Brunswick,Verre,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Verre,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Métaux ferreux,Toutes les sources des matières récupérées,1519.0
2020,Nouveau-Brunswick,Métaux ferreux,Toutes les sources des matières récupérées,1687.0
2022,Nouveau-Brunswick,Métaux ferreux,Toutes les sources des matières récupérées,1794.0
2018,Nouveau-Brunswick,Métaux ferreux,Sources des matières résidentielles récupérées,1101.0
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Métaux ferreux,Sources des matières résidentielles récupérées,1336.0
2018,Nouveau-Brunswick,Métaux ferreux,Sources des matières non résidentielles récupérées,418.0
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Métaux ferreux,Sources des matières non résidentielles récupérées,458.0
2018,Nouveau-Brunswick,Cuivre et aluminium,Toutes les sources des matières récupérées,2159.0
2020,Nouveau-Brunswick,Cuivre et aluminium,Toutes les sources des matières récupérées,
2022,Nouveau-Brunswick,Cuivre et aluminium,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières résidentielles récupérées,2011.0
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières non résidentielles récupérées,148.0
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Métaux mélangés,Toutes les sources des matières récupérées,618.0
2020,Nouveau-Brunswick,Métaux mélangés,Toutes les sources des matières récupérées,933.0
2022,Nouveau-Brunswick,Métaux mélangés,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Métaux mélangés,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Métaux mélangés,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Métaux mélangés,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Métaux mélangés,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Électroménagers,Toutes les sources des matières récupérées,134.0
2020,Nouveau-Brunswick,Électroménagers,Toutes les sources des matières récupérées,
2022,Nouveau-Brunswick,Électroménagers,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Électroménagers,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Électroménagers,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Électroménagers,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Électroménagers,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Matériel électronique,Toutes les sources des matières récupérées,861.0
2020,Nouveau-Brunswick,Matériel électronique,Toutes les sources des matières récupérées,941.0
2022,Nouveau-Brunswick,Matériel électronique,Toutes les sources des matières récupérées,983.0
2018,Nouveau-Brunswick,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Matières plastiques,Toutes les sources des matières récupérées,5477.0
2020,Nouveau-Brunswick,Matières plastiques,Toutes les sources des matières récupérées,5601.0
2022,Nouveau-Brunswick,Matières plastiques,Toutes les sources des matières récupérées,5808.0
2018,Nouveau-Brunswick,Matières plastiques,Sources des matières résidentielles récupérées,3133.0
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Matières plastiques,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Matières plastiques,Sources des matières non résidentielles récupérées,2344.0
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Matières plastiques,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,473.0
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,469.0
2022,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,485.0
2018,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Textiles,Toutes les sources des matières récupérées,0.0
2020,Nouveau-Brunswick,Textiles,Toutes les sources des matières récupérées,0.0
2022,Nouveau-Brunswick,Textiles,Toutes les sources des matières récupérées,
2018,Nouveau-Brunswick,Textiles,Sources des matières résidentielles récupérées,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières résidentielles récupérées,0.0
2022,Nouveau-Brunswick,Textiles,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Textiles,Sources des matières non résidentielles récupérées,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières non résidentielles récupérées,0.0
2022,Nouveau-Brunswick,Textiles,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Pneus,Toutes les sources des matières récupérées,10845.0
2020,Nouveau-Brunswick,Pneus,Toutes les sources des matières récupérées,11856.0
2022,Nouveau-Brunswick,Pneus,Toutes les sources des matières récupérées,15079.0
2018,Nouveau-Brunswick,Pneus,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Pneus,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Pneus,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Pneus,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Pneus,Sources des matières non résidentielles récupérées,
2022,Nouveau-Brunswick,Pneus,Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,10816.0
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,10784.0
2022,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,14134.0
2018,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,640.0
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,3035.0
2022,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,10176.0
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,7749.0
2022,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,Nouveau-Brunswick,Toutes les matières organiques,Toutes les sources des matières récupérées,94261.0
2020,Nouveau-Brunswick,Toutes les matières organiques,Toutes les sources des matières récupérées,84962.0
2022,Nouveau-Brunswick,Toutes les matières organiques,Toutes les sources des matières récupérées,92113.0
2018,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières résidentielles récupérées,26798.0
2022,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières résidentielles récupérées,36308.0
2018,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières non résidentielles récupérées,
2020,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières non résidentielles récupérées,58164.0
2022,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières non résidentielles récupérées,55805.0
2018,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,17896.0
2022,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,25627.0
2018,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2022,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2018,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
